,,4043,Annual music production,
,,4044,Other performing arts,
,,5010,"Arts activites,  n.f.d.",
,,5011,Art and graphic design,
,,5012,Painting,
,,5013,Embroidery,
,,5019,Other arts activity,
,,5020,"Communications, nf.d.",
,,5021,Journalism,
,,5022,Broadcasting,
,,5023,School Year book,
,,5024,Literary publications,
,,5025,Speech/debate,
,,5029,Other communications,
,,6011,Book Club,
,,6012,Drama club,
,,6013,Language club,
,,6014,Art club,
,,6019,Other Cultural club,
,,6021,Technology Students,
,,6022,Computer club,
,,6023,Science Club,
,,6029,Other Technology Club,
,,6031,Health Occupations Students,
,,6032,Chess club,
,,6039,Other club or organization,
,,7011,Peer counseling,
,,7012,Tutoring,
,,7013,Formal/Social/Debutante Ball,
,,7019,Other general activity,
AUCodeSets,Activity Type,0750,Co-curricular activity,
,,0751,Extra-curricular Activity,
,,9999,Other,
AUCodeSets,Address Role,012A,Term Address,
,,012B,Home Address,
,,012C,Home Stay Address,
,,013A,Overseas Address,
,,1073,Other home address,
,,1074,Employer's address,
,,1075,Employment address,
,,2382,Other organisation address,
,,9999,Other Address,
AUCodeSets,Address Type,0123,Mailing address,
,,0123A,Alternate Mailing address,
,,0124,Shipping address,
,,0124A,Alternate Shipping address,
,,0765,Physical location address,
,,0765A,Alternate Physical location address,
,,9999,Other,
,,9999A,Alternate Other address,
AUCodeSets,Assessment Reporting Method,0144,Letter grade/mark,
,,0490,Age score,
,,0492,Tertiary admission examination score,
,,0493,Year equivalent or year-level indicator,
,,0497,Normal curve equivalent,
,,0498,Normalized standard score,
,,0499,Number score,
,,0500,Pass-fail,
,,0502,Percentile rank,
,,0503,Proficiency level,
,,0504,Ranking,
,,0506,Standard age score,
,,0512,Achievement/proficiency level,
,,0513,Mastery level,
,,3473,Graduation score,
,,3474,Growth/value-added/indexing,
,,3475,International Baccalaureate score,
,,3476,Percentile,
,,3478,Raw score,
,,3479,Scale score,
,,3480,Workplace readiness score,
,,9999,Other,
AUCodeSets,Assessment Type,0075,Achievement test,
,,0076,Advanced placement test,
,,0077,Alternate assessment/year-level standards,
,,0079,Attitudinal test,
,,0081,Cognitive and perceptual skills test,
,,0082,Developmental observation,
,,0083,Interest inventory,
,,0084,Language proficiency test,
,,0087,Manual dexterity test,
,,0088,Mental ability (intelligence) test,
,,0089,Performance assessment,
,,0090,Personality test,
,,0092,Portfolio assessment,
,,0093,Psychological test,
,,0094,Psychomotor test,
,,0095,Reading readiness test,
,,3461,Alternatve assessment/modified standards,
,,3462,Alternate assessment/ELL,
,,3463,Aptitude test,
,,9999,Other,
AUCodeSets,Attendance Code,0,Not Marked,
,,100,Present,
,,101,Absent - General,
,,111,Late arrival at School,
,,112,Early departure from School,
,,113,Late arrival unexplained,
,,114,Early departure unexplained,
,,116,Late arrival to Class,
,,117,Early leaver from Class,
,,118,Late Class Unexplained ,
,,119,Early Class Unexplained,
,,200,Medical,
,,201,Illness,
,,202,Accident,
,,203,Counselling,
,,204,Sick Bay,
,,205,Medical Appointment,
,,206,Hospitalised,
,,207,Quarantine,
,,208,Refusal,
,,209,Dentist ,
,,210,Medical/Welfare,
,,211,Bereavement,
,,300,Truancy,
,,400,Suspension,
,,401,Suspension - External,
,,500,Unexplained,
,,600,Educational,
,,601,Group Activity,
,,602,Community Service,
,,603,Duty Student,
,,604,Excursion,
,,605,Special Event,
,,606,Camp,
,,607,Other Educational Activity,
,,608,Off-Site Learning Program (eg. TAFE),
,,609,Work Experience,
,,610,School Production,
,,611,Sports,
,,612,Study Leave,
,,700,Flags,
,,701,Exit,
,,702,Transferred,
,,800,Parent Choice,
,,801,Parental Arrangement,
,,802,Exempt,
,,803,Parental Acknowledgement,
,,804,Extended Family Holidays,
,,805,Religious/Cultural Observance,
,,900,School Choice,
,,901,Industrial Action,
,,902,Facility Damage,
,,903,Weather,
,,904,Staff Meeting,
,,999,Other,
AUCodeSets,Attendance Status,01,Excused,
,,02,Unexcused,
,,99,Unknown,
,,NA,Not Applicable,
AUCodeSets,Australian Citizenship Status,1,Australian Citizen,
,,2,New Zealand Citizen,
,,3,Permanent Resident,
,,4,Temporary Entry Permit,
,,5,Other Overseas,
,,8,Permanent Humanitarian Visa,
,,X,Not Provided,
AUCodeSets,Australian Standard Classification of Cultural and Ethnic Groups (ASCCEG),0000,Inadequately described,
,,0001,Not stated,
,,0901,"Eurasian, so described",
,,0902,"Asian, so described",
,,0903,"African, so described",
,,0904 ,"European, so described",
,,0905,"Caucasian, so described",
,,0906,"Creole, so described",
,,1000,"Oceanian, n.f.d.",
,,1100 ,"Australian Peoples, n.f.d.",
,,1101,Australian,
,,1102,Australian Aboriginal,
,,1103,Australian South Sea Islander,
,,1104,Torres Strait Islander,
,,1200,"New Zealand Peoples, n.f.d.",
,,1201,Maori,
,,1202,New Zealander,
,,1300,"Melanesian and Papuan, n.f.d.",
,,1301,New Caledonian,
,,1302,Ni-Vanuatu,
,,1303,Papua New Guinean ,
,,1304,Solomon Islander,
,,1399,"Melanesian and Papuan, n.e.c. (includes Bisorio, Bougainvillian, Huli)",
,,1400,"Micronesian, n.f.d.",
,,1401,I-Kiribati ,
,,1402,Nauruan ,
,,1499,"Micronesian, n.e.c. (includes Marianas Islander, Marshallese, Palauan)",
,,1500,"Polynesian, n.f.d.",
,,1501,Cook Islander,
,,1502,Fijian,
,,1503,Niuean,
,,1504,Samoan,
,,1505,Tongan,
,,1506,Hawaiian,
,,1507,Tahitian,
,,1508,Tokelauan,
,,1511,Tuvaluan,
,,1599,"Polynesian, n.e.c. (includes French Polynesian, Pitcairn Islander, Wallisian)",
,,2000,"North-West European, n.f.d.",
,,2100,"British, n.f.d.",
,,2101,English,
,,2102,Scottish,
,,2103,Welsh,
,,2104,Channel Islander,
,,2105,Manx ,
,,2199,"British, n.e.c. (includes Falkland Islander)",
,,2201,Irish,
,,2300,"Western European, n.f.d.",
,,2301,Austrian,
,,2303,Dutch,
,,2304,Flemish,
,,2305,French,
,,2306,German,
,,2307,Swiss,
,,2311,Belgian,
,,2312,Frisian,
,,2313,Luxembourg,
,,2399,"Western European, n.e.c. (includes Alsatian, Breton, Walloon)",
,,2400,"Northern European, n.f.d.",
,,2401,Danish,
,,2402,Finnish,
,,2403,Icelandic,
,,2404,Norwegian,
,,2405,Swedish,
,,2499,"Northern European, n.e.c. (includes Faeroese, Greenlandic, Saami)",
,,3000,"Southern and Eastern European, n.f.d.",
,,3100,"Southern European, n.f.d.",
,,3101,Basque,
,,3102,Catalan,
,,3103,Italian,
,,3104,Maltese,
,,3105,Portuguese,
,,3106,Spanish,
,,3107,Gibraltarian,
,,3199,"Southern European, n.e.c. (includes Andorran, Galician, Ladin)",
,,3200,"South Eastern European, n.f.d.",
,,3201,Albanian,
,,3202,Bosnian,
,,3203,Bulgarian ,
,,3204,Croatian,
,,3205,Greek,
,,3206,Macedonian,
,,3207,Moldovan,
,,3208,Montenegrin,
,,3211,Romanian,
,,3212,Roma/Gypsy,
,,3213,Serbian,
,,3214,Slovene,
,,3215,Cypriot,
,,3216,Vlach,
,,3299,"South Eastern European, n.e.c. (includes Aromani, Karakachani)",
,,3300,"Eastern European, n.f.d.",
,,3301,Belarusan,
,,3302,Czech,
,,3303,Estonian,
,,3304,Hungarian ,
,,3305,Latvian,
,,3306,Lithuanian,
,,3307,Polish,
,,3308,Russian,
,,3311,Slovak,
,,3312,Ukrainian,
,,3313,Sorb/Wend,
,,3399,"Eastern European, n.e.c. (includes Adygei, Khanty, Nenets) ",
,,4000,"North African and Middle Eastern, n.f.d.",
,,4100,"Arab, n.f.d.",
,,4101,Algerian,
,,4102,Egyptian,
,,4103,Iraqi,
,,4104,Jordanian,
,,4105,Kuwaiti,
,,4106,Lebanese,
,,4107,Libyan,
,,4108,Moroccan,
,,4111,Palestinian,
,,4112,Saudi Arabian,
,,4113,Syrian,
,,4114,Tunisian,
,,4115,Yemeni,
,,4199,"Arab, n.e.c. (includes Baggara, Bedouin, Omani)",
,,4201,Jewish,
,,4300,"Peoples of the Sudan, nfd",
,,4900,"Other North African and Middle Eastern, n.f.d.",
,,4901,Assyrian/Chaldean,
,,4902,Berber,
,,4903,Coptic,
,,4904,Iranian,
,,4905,Kurdish,
,,4906,Sudanese,
,,4907,Turkish,
,,4999,"Other North African and Middle Eastern, n.e.c. (includes Azande, Madi, Nubian)",
,,5000,"South-East Asian, n.f.d.",
,,5100,"Mainland South-East Asian, n.f.d.",
,,5101,Anglo-Burmese,
,,5102,Burmese,
,,5103,Hmong,
,,5104,Khmer,
,,5105,Lao,
,,5106,Thai,
,,5107,Vietnamese,
,,5108,Karen,
,,5111,Mon,
,,5199,"Mainland South-East Asian, n.e.c. (includes Arakanese, Chin, Shan)",
,,5200,"Maritime South-East Asian, n.f.d.",
,,5201,Filipino,
,,5202,Indonesian,
,,5203,Javanese,
,,5204,Madurese,
,,5205,Malay,
,,5206,Sundanese,
,,5207,Timorese,
,,5208,Acehnese,
,,5211,Balinese,
,,5212,Bruneian,
,,5213,Kadazan,
,,5214,Singaporean,
,,5215,Temoq,
,,5299,"Maritime South-East Asian, n.e.c. (includes Iban, Irian Jayan, Sumatran)",
,,6000,"North-East Asian, n.f.d.",
,,6100,"Chinese Asian, n.f.d.",
,,6101,Chinese,
,,6102,Taiwanese,
,,6199,"Chinese Asian, n.e.c. (includes Hui, Manchu, Yi)",
,,6900,"Other North-East Asian, n.f.d.",
,,6901,Japanese,
,,6902,Korean,
,,6903,Mongolian,
,,6904,Tibetan ,
,,6999,"Other North-East Asian, n.e.c. (includes Ainu, Menba, Xiareba)",
,,7000,"Southern and Central Asian, n.f.d.",
,,7100,"Southern Asian, n.f.d.",
,,7101,Anglo-Indian,
,,7102,Bengali,
,,7103,Burgher,
,,7104,Gujarati,
,,7106,Indian,
,,7107,Malayali,
,,7111,Nepalese,
,,7112,Pakistani ,
,,7113,Punjabi,
,,7114,Sikh,
,,7115,Sinhalese,
,,7116,Tamil,
,,7117,Maldivian,
,,7199,"Southern Asian, n.e.c. (includes Gurkha, Kashmiri, Marathi)",
,,7200,"Central Asian, n.f.d.",
,,7201,Afghan,
,,7202,Armenian,
,,7203,Georgian,
,,7204,Kazakh,
,,7205,Pathan,
,,7206,Uzbek,
,,7207,Azeri,
,,7208,Hazara,
,,7211,Tajik,
,,7212,Tatar,
,,7213,Turkmen,
,,7214,Uighur ,
,,7299,"Central Asian, n.e.c. (includes Chechen, Circassian, Ingush)",
,,8000,"People of the Americas, n.f.d.",
,,8100,"North American, n.f.d.",
,,8101,African American,
,,8102,American,
,,8103,Canadian,
,,8104,French Canadian,
,,8105,Hispanic (North American),
,,8106,Native North American Indian ,
,,8107,Bermudan,
,,8199,"North American, n.e.c. (includes Aleut, Inuit, Metis)",
,,8200,"South American, n.f.d.",
,,8201,Argentinian,
,,8202,Bolivian,
,,8203,Brazilian,
,,8204,Chilean,
,,8205,Colombian,
,,8206,Ecuadorian,
,,8207,Guyanese,
,,8208,Peruvian,
,,8211,Uruguayan,
,,8212,Venezuelan,
,,8213,Paraguayan,
,,8299,"South American, n.e.c. (includes Arawak, Carib, Surinamese)",
,,8300,"Central American, n.f.d.",
,,8301,Mexican,
,,8302,Nicaraguan,
,,8303,Salvadoran,
,,8304,Costa Rican,
,,8305,Guatemalan,
,,8306,Mayan,
,,8399,"Central American, n.e.c. (includes Belizean, Honduran, Panamanian)",
,,8400,"Caribbean Islander, n.f.d.",
,,8401,Cuban,
,,8402,Jamaican,
,,8403,Trinidadian (Tobagonian),
,,8404,Barbadian,
,,8405,Puerto Rican,
,,8499,"Caribbean Islander, n.e.c. (includes Bahamian, Grenadian, Haitian)",
,,9000,"Sub-Saharan African, n.f.d.",
,,9100,"Central and West African, n.f.d.",
,,9101,Akan,
,,9103,Ghanaian,
,,9104,Nigerian,
,,9105,Yoruba,
,,9106,Ivorean,
,,9107,Liberian,
,,9108,Sierra Leonean,
,,9199,"Central and West African, n.e.c. (includes Fang, Fulani, Kongo)",
,,9200,"Southern and East African, n.f.d.",
,,9201,Afrikaner ,
,,9202,Angolan,
,,9203,Eritrean,
,,9204,Ethiopian,
,,9205,Kenyan,
,,9206,Malawian,
,,9207,Mauritian,
,,9208,Mozambican,
,,9212,Oromo,
,,9213,Seychellois,
,,9214,Somali,
,,9215,South African,
,,9216,Tanzanian,
,,9217,Ugandan,
,,9218,Zambian,
,,9221,Zimbabwean,
,,9222,Amhara,
,,9223,Batswana,
,,9224,Dinka,
,,9225,Hutu,
,,9226,Masai,
,,9227,Nuer,
,,9228,Tigrayan,
,,9231,Tigre,
,,9232,Zulu,
,,9299,"Southern and East African, n.e.c. (includes Afar, Namibian, Tutsi)",
AUCodeSets,Australian Standard Classification of Languages (ASCL),0000,Inadequately Described,
,,0,Not Stated,
,,0001,"Non Verbal, so described",
,,0002,Not Stated,
,,0003,"Swiss, so described",
,,0004,"Cypriot, so described",
,,0005,"Creole, nfd",
,,0006,"French Creole, nfd",
,,0007,"Spanish Creole, nfd",
,,0008,"Portuguese Creole, nfd",
,,0009,"Pidgin, nfd",
,,1000,"Northern European Languages, nfd",
,,1100,"Celtic, nfd",
,,1101,Gaelic (Scotland),
,,1102,Irish,
,,1103,Welsh,
,,1199,"Celtic, nec",
,,1201,English,
,,1300,"German and Related Languages, nfd",
,,1301,German,
,,1302,Letzeburgish,
,,1303,Yiddish,
,,1400,"Dutch and Related Languages, nfd",
,,1401,Dutch,
,,1402,Frisian,
,,1403,Afrikaans,
,,1500,"Scandinavian, nfd",
,,1501,Danish,
,,1502,Icelandic,
,,1503,Norwegian,
,,1504,Swedish,
,,1599,"Scandinavian, nec",
,,1600,"Finnish and Related Languages, nfd",
,,1601,Estonian,
,,1602,Finnish,
,,1699,"Finnish and Related Languages, nec",
,,2000,"Southern European Languages, nfd",
,,2101,French,
,,2201,Greek,
,,2300,"Iberian Romance, nfd",
,,2301,Catalan,
,,2302,Portuguese,
,,2303,Spanish,
,,2399,"Iberian Romance, nec",
,,2401,Italian,
,,2501,Maltese,
,,2900,"Other Southern European Languages, nfd",
,,2901,Basque,
,,2902,Latin,
,,2999,"Other Southern European Languages, nec",
,,3000,"Eastern European Languages, nfd",
,,3100,"Baltic, nfd",
,,3101,Latvian,
,,3102,Lithuanian,
,,3301,Hungarian,
,,3400,"East Slavic, nfd",
,,3401,Belorussian,
,,3402,Russian,
,,3403,Ukrainian,
,,3500,"South Slavic, nfd",
,,3501,Bosnian,
,,3502,Bulgarian,
,,3503,Croatian,
,,3504,Macedonian,
,,3505,Serbian,
,,3506,Slovene,
,,3507,"Serbo-Croatian/Yugoslavian, so described",
,,3600,"West Slavic, nfd",
,,3601,Czech,
,,3602,Polish,
,,3603,Slovak,
,,3900,"Other Eastern European Languages, nfd",
,,3901,Albanian,
,,3903,Aromunian (Macedo-Romanian),
,,3904,Romanian,
,,3905,Romany,
,,3999,"Other Eastern European Languages, nec",
,,4000,"Southwest and Central Asian Languages, nfd",
,,4100,"Iranic, nfd",
,,4101,Kurdish,
,,4102,Pashto,
,,4104,Balochi,
,,4105,Dari,
,,4106,Persian (excluding Dari),
,,4199,"Iranic, nec",
,,4200,"Middle Eastern Semitic Languages, nfd",
,,4202,Arabic,
,,4203,Assyrian,
,,4204,Hebrew,
,,4299,"Middle Eastern Semitic Languages, nec",
,,4300,"Turkic, nfd",
,,4301,Turkish,
,,4302,Azeri,
,,4303,Tatar,
,,4304,Turkmen,
,,4305,Uygur,
,,4306,Uzbek,
,,4399,"Turkic, nec",
,,4900,"Other Southwest and Central Asian Languages, nfd",
,,4901,Armenian,
,,4902,Georgian,
,,4999,"Other Southwest and Central Asian Languages, nec",
,,5000,"Southern Asian Languages, nfd",
,,5100,"Dravidian, nfd",
,,5101,Kannada,
,,5102,Malayalam,
,,5103,Tamil,
,,5104,Telugu,
,,5105,Tulu,
,,5199,"Dravidian, nec",
,,5200,"Indo-Aryan, nfd",
,,5201,Bengali,
,,5202,Gujarati,
,,5203,Hindi,
,,5204,Konkani,
,,5205,Marathi,
,,5206,Nepali,
,,5207,Punjabi,
,,5208,Sindhi,
,,5211,Sinhalese,
,,5212,Urdu,
,,5213,Assamese,
,,5214,Dhivehi,
,,5215,Kashmiri,
,,5216,Oriya,
,,5299,"Indo-Aryan, nec",
,,5999,Other Southern Asian Languages,
,,6000,"Southeast Asian Languages, nfd",
,,6100,"Burmese and Related Languages, nfd",
,,6101,Burmese,
,,6102,Haka,
,,6103,Karen,
,,6199,"Burmese and Related Languages, nec",
,,6200,"Hmong-Mien, nfd",
,,6201,Hmong,
,,6299,"Hmong-Mien, nec",
,,6300,"Mon-Khmer, nfd",
,,6301,Khmer,
,,6302,Vietnamese,
,,6303,Mon,
,,6399,"Mon-Khmer, nec",
,,6400,"Tai, nfd",
,,6401,Lao,
,,6402,Thai,
,,6499,"Tai, nec",
,,6500,"Southeast Asian Austronesian Languages, nfd",
,,6501,Bisaya,
,,6502,Cebuano,
,,6503,IIokano,
,,6504,Indonesian,
,,6505,Malay,
,,6507,Tetum,
,,6508,Timorese,
,,6511,Tagalog,
,,6512,Filipino,
,,6513,Acehnese,
,,6514,Balinese,
,,6515,Bikol,
,,6516,Iban,
,,6517,Ilonggo (Hiligaynon),
,,6518,Javanese,
,,6521,Pampangan,
,,6599,"Southeast Asian Austronesian Languages, nec",
,,6999,Other Southeast Asian Languages,
,,7000,"Eastern Asian Languages, nfd",
,,7100,"Chinese, nfd",
,,7101,Cantonese,
,,7102,Hakka,
,,7103,Hokkien,
,,7104,Mandarin,
,,7105,Teochew,
,,7106,Wu,
,,7199,"Chinese, nec",
,,7201,Japanese,
,,7301,Korean,
,,7900,"Other Eastern Asian Languages, nfd",
,,7901,Tibetan,
,,7902,Mongolian,
,,7999,"Other Eastern Asian Languages, nec",
,,8000,"Australian Indigenous Languages, nfd",
,,8100,"Arnhem Land and Daly River Region Languages, nfd",
,,8101,Anindilyakwa,
,,8102,Burarra,
,,8108,Kunwinjku,
,,8111,Maung,
,,8113,Ngan'gikurunggurr,
,,8114,Nunggubuyu,
,,8115,Rembarrnga,
,,8117,Tiwi,
,,8121,Alawa,
,,8122,Dalabon,
,,8123,Gudanji,
,,8124,Gundjeihmi,
,,8125,Gun-nartpa,
,,8126,Gurr-goni,
,,8127,Iwaidja,
,,8128,Jaminjung,
,,8131,Jawoyn,
,,8132,Jingulu,
,,8133,Kunbarlang,
,,8134,Kune,
,,8135,Kuninjku,
,,8136,Larrakiya,
,,8137,Malak Malak,
,,8138,Mangarrayi,
,,8141,Maringarr,
,,8142,Marra,
,,8143,Marrithiyel,
,,8144,Matngala,
,,8145,Mayali,
,,8146,Murrinh Patha,
,,8147,Na-kara,
,,8148,Ndjébbana (Gunavidji),
,,8151,Ngalakgan,
,,8152,Ngaliwurru,
,,8153,Nungali,
,,8154,Wambaya,
,,8155,Wardaman,
,,8199,"Arnhem Land and Daly River Region Languages, nec",
,,8200,"Yongu Matha, nfd",
,,8210,"Dhangu, nfd",
,,8211,Galpu,
,,8212,Golumala,
,,8213,Wangurri,
,,8219,"Dhangu, nec",
,,8220,"Dhay'yi, nfd",
,,8221,Dhalwangu,
,,8222,Djarrwark,
,,8229,"Dhay'yi, nec",
,,8230,"Dhuwal, nfd",
,,8231,Djambarrpuyngu,
,,8232,Djapu,
,,8233,Daatiwuy,
,,8234,Marrangu,
,,8235,Liyagalawumirr,
,,8239,"Dhuwal, nec",
,,8240,"Dhuwala, nfd",
,,8241,Dhuwaya,
,,8242,Gumatj,
,,8243,Gupapuyngu,
,,8244,Guyamirrilili,
,,8245,Madarrpa,
,,8246,Manggalili,
,,8247,Wubulkarra,
,,8249,"Dhuwala, nec",
,,8250,"Djinang, nfd",
,,8251,Wurlaki,
,,8259,"Djinang, nec",
,,8260,"Djinba, nfd",
,,8261,Ganalbingu,
,,8269,"Djinba, nec",
,,8270," Yakuy, nfd",
,,8271,Ritharrngu,
,,8279,"Yakuy, nec",
,,8281,Nhangu,
,,8299,Other Yolngu Matha,
,,8300,"Cape York Peninsula Languages, nfd",
,,8301,Kuku Yalanji,
,,8302,Guugu Yimidhirr,
,,8303,Kuuku-Ya'u,
,,8304,Wik Mungkan,
,,8305,Djabugay,
,,8306,Dyirbal,
,,8307,Girramay,
,,8308,Koko-Bera,
,,8311,Kuuk Thayorre,
,,8312,Lamalama,
,,8313,Yidiny,
,,8314,Wik Ngathan,
,,8399,"Cape York Peninsula Languages, nec",
,,8400,"Torres Strait Island Languages, nfd",
,,8401,Kalaw Kawaw Ya/Kalaw Lagaw Ya,
,,8402,Meriam Mir,
,,8403,Torres Strait Creole,
,,8500,"Northern Desert Fringe Area Languages, nfd",
,,8504,Bilinarra,
,,8505,Gurindji,
,,8506,Gurindji Kriol,
,,8507,Jaru,
,,8508,Light Warlpiri,
,,8511,Malngin,
,,8512,Mudburra,
,,8513,Ngandi,
,,8514,Ngardi,
,,8515,Ngarinyman,
,,8516,Walmajarri,
,,8517,Wanyjirra,
,,8518,Warlmanpa,
,,8521,Warlpiri,
,,8522,Warumungu,
,,8599,"Northern Desert Fringe Area Languages, nec",
,,8600,"Arandic, nfd",
,,8603,Alyawarr,
,,8604,Anmatyerr,
,,8605,Arrernte,
